text,intent,severity
"@555718 Hi Sanjiv, apologies for the inconvenience. We can see the flight arrived slightly early today, and there have been some issues with 1/2",technical_issue,2
@Delta Sent,other,1
@638085 If you have your receipt you'll be able to return them if they're in an as sold condition. TY - George 2/2,general_query,1
aPEARently these are in date.... @Tesco Surrey Quays trying to poison me this evening with their less than PEARfect food! https://t.co/G2Nc7wtkgx,feedback,3
@AppleSupport battery on my iPhone 7 has been draining super fast since latest 11.0.3 update. What happened?! And how do I fix!,technical_issue,3
@183618 Hi apologies for any inconvenience. Is this concerning an account that was opened in Australia? Pls do not release any,other,2
@sprintcare Ive never has sprint. Sorry.,other,1
@Delta ever since I got an email from you saying I’d get Zone 1 for all my Business Travel I’ve only had zones 2 &amp; 3. What’s up with that?,other,2
@118571 That's very concerning. Please tell us more so we can investigate: https://t.co/Ax7W1Dx3Y9 -Becky,other,3
@538053 @115786 We would not have any content to give out here. We'd keep an eye on https://t.co/1QSni2pd7h for updates on giveaways and sweepstakes. ^IS,general_query,1
"@AmazonHelp on the status of my order, it tells me I'm only receiving the ""Welcome to Amerika"" pack. It's a little confusing, seeing as the email says",shipping_issue,2
"@116136 @comcastcares
#comcast charges English speaking customers more than Hispanics speaking? How is this okay? “Latino package” is cheaper than non-Latino packages! #Wow",billing_issue,3
@428283 Thanks Claire. I'm sorry again for the issues. ^DB,other,2
@573802 What time is the bus? ^RD,general_query,1
"@712648 Hi Andrew, Kevin and Katie soft toys will be for sale in store from 23rd November.",general_query,1
"@Safaricom_Care 
Mambo saf..imagine hakujakuwa na net from two pm mpaka sai..btwn thika and ruiru...Mimi niko juja na the situation hasn't changed since two..it's now seven hours later",technical_issue,3
"@AirbnbHelp Thank you, already did.",feedback,1
@294105 I would be happy to assist with any account questions or concerns. Could you please send a DM with your account info? -CRP,other,2
"@AmazonHelp es vendido por un externo de amazon, pero es enviado por ustedes.
de igual forma el producto decia que estaba en stock, y se supone que ya lo hayan enviado.. Porfavor ayudarme, he tenido el mismo problema con ustedes siempre, nunca envian los productos a la fecha prometida.",other,2
"@439732 Let's check and see if you have a beta profile installed, as shown here: https://t.co/4Xnb7WjVko",other,2
@SouthwestAir YES YES YES YES YES!! Just went to Maui for our honeymoon and fell in love with Hawaii. Can’t wait to go back with our FAVE airline!!!!!!!!!,other,2
"@AmazonHelp La demande date de plus d'une semaine, et l'erreur n'est toujours pas corrigée.. https://t.co/x38mcbM3qZ",other,2
"@735617 Oh no! We'd love to help. Please let us know the device in use and details of the issue. For now, try: https://t.co/HXpLyTU79x",other,2
@699557 Hey there. Are you still seeing this? If you remove: https://t.co/10cNWNuYek your profile from the console and then power cycle https://t.co/hxfKiE8qsu . Then sign back in can you let us know if bringing in a fresh profile resolves this for you. ^IS,other,2
"@185733 Please do not worry, we're working on the issue. ^HN",other,2
"@456393 Okay, how long has it been this way?",other,2
"@182181 Hi Carl, We did consider this plan but you would have been stuck behind a slow train, I would recommend changing at Basingstoke and 1/2",other,2
"@174266 We've got your back, pal! Thanks for the shout-out.",other,2
"@CarlsJr 
Quick question, isn't the Breakfast Burger suppose to have egg ??? 

WHERE'S THE EGG ??? https://t.co/wOleIaMVpJ",other,2
@633646 Sachez que notre SAV se tient à votre disposition si les démarches entreprises auprès du vendeur n’aboutissaient pas. ^FA,other,2
@118197 I hv tried all enough &amp; now hopeless of any solution from them about my issue; so reaching 2 u so that d top dell authorities cn do smtg,other,2
@688775 Hi Patrik. We don't have an estimated time frame as to when these will be released. Please keep an eye on our website here: https://t.co/4BYUNd7mJY. We hope to release these as soon as possible. Rach,other,2
"@296829 Hi there, I'll look into this and be back in touch shortly :) TY - Olivia",other,2
"@129837 your computer basically electrocuted me and your ""Care"" team tells me it won't be reviewed until next week? https://t.co/oqh4Qo3uFd",other,2
"@SpotifyCares iPhone, IOS 11.1.1, Spotify version 8.4.26.793",other,2
@185376 Sorry for the disappointment. We can't gain access to your account via Twitter. Please reply to the email you've (1/2) ^KA,other,2
@326555 ...www.dropbox.com/support for additional assistance regarding the deleted folder. Thanks in advance! 2/2,other,2
@Delta withdraws as sponsor for interpretation of play written 418 years ago? Spoiler alert: Caesar gets stabbed. #ShakespeareinthePark https://t.co/Cj5rJg10jf,other,2
"@116589 @118471 Sir, see how IDEA cellular Co. Is cheating with coustmers by actvacting VAS itself again &amp; again... 1/2 https://t.co/ru3KiBtAef",other,2
"@193669 Hey there, Bob! Everything appears to be up and running on our end; what error message are you receiving? ^SH",other,2
@British_Airways I will do.,other,2
"@553106 There you go, Carlitos. We're delayed due to a medical emergency of one of our customers. We should be leaving very soon!",other,2
@UPSHelp I’m sure this is just a bull crap robo reply!,other,2
@726074 Please connect with us at https://t.co/J1AzB6DDDr and a member of our team will follow up.,other,2
@TMobileHelp i can't dm you if you don't follow me,other,2
@AppleSupport your new iOS doesn’t like the letter “I️.” I️’ve never experienced so many bugs after updating before. Mine keep being turned into question mark icons whenever I️ type,other,2
@120597 Please be informed that you will need to allocate at least 3 hours of transit time for connecting flight. The time &gt;&gt;,other,2
@162916 Hi Ivan! Can you DM us your account's email address? We'll take a look under the hood /HC https://t.co/ldFdZRiNAt,other,2
"@Delta , completely impressed with your trans-continental service: #wifi , space, integrity. @774246 , you agree?",other,2
"@208919 Thanks for reaching out! To clarify, is NBA 2K18 the only game you see that trouble with?  ^QZ",other,2
"@421330 Can you also DM me your full name, address, postcode, barcode, SC code, price paid and store this came from so I can log this? 3/4",other,2
"@811047 Sorry to hear this Sarah, did you send the tickets to Customer Relations, as we discussed previously? Phil.",other,2
"@XboxSupport i have a problem with my xbox one x, somtimes he wont sy my external hdd and then i dont know how to let it find oone and jast some hours later he will find it, how can i fix this problem?",other,2
@AirbnbHelp E o patrocínio?,other,2
@680388 DM us using the link below. We'll work together from there. https://t.co/GDrqU22YpT,other,2
"@459280 I'm so sorry, I misunderstood the info I was given. DM for a more thorough explanation of the error. ^SO https://t.co/mQmfkXW4oV",technical_issue,2
@403797 Please click here: https://t.co/5AddaJBniZ to know more about pricing. ^MP 2/2,other,2
"@346221 Hiya, Kyle! We want you feeling the #MagentaLove! DM us so we can talk about this! *MelindaR",other,2
@115879 so you let your drivers lie so that you can charge people $10 no show fee when you were actually there and contacted the driver and he didn’t answer! #wantarefund the nerve of you and him!!,other,2
"@456994 It sounds like you’re having a fantastic day! Thanks for the shout-out, Kelsey.",other,2
@381819 We would like to help. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly.(1/2) ^CB,other,2
@119651 @115913 Hi! The iPhone X is one amazing device! DM us and we'll check out your options. https://t.co/3sF8qpf2nx *AlissaFast,other,2
"@544433 Hey, Mark. We know that once you land, you're ready to get on your way. Please know our Team is working to get your bags out ASAP. ^KD",other,2
"@266583 Thanks for the screenshots. Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI",other,2
"@ArgosHelpers I purchased a bathroom scale (your HOME brand) last week but I'm not satisfied at all with it. Completely inaccurate, weight is out by 10kg!!! Can I return even though I have opened it?",other,2
"@442991 ...same day Delta transoceanic travel departing from AMS
Passengers arriving in AMS without a connecting flight are not eligible to access the lounge
 *HPL 2/2",other,2
@AppleSupport @115858 @AppleSupport thank you for helping me with my iPhone &amp; iPad! Apple has the best customer service!!,other,2
@459094  kindly confirm if its ok to call you at this time.^PY,other,2
@198906 I'd like to check this for you. Kindly share your details here: https://t.co/beaaDm0muc and we'll contact you. ^GK,other,1
"@127038 We do have One-Day passes available at many locations, take a look: https://t.co/uvGag9kIry",general_query,1
